label,benchmark,input_len,output_len,concurrency,ttft_s,decode_tps,total_lat_s,output_tps,req_tps,avg_lat_s,p50_lat_s,p99_lat_s,mean_ttft_s
rocm720_20260320_triton_tp8_mem0.85_cp0_cgon_fmla0_lpm,latency,16384,1024,1,9.9031,15.17,40.7484
rocm720_20260320_triton_tp8_mem0.85_cp0_cgon_fmla0_lpm,throughput,1024,512,1,18.5837,25.66,NA,25.66,0.0538,18.5837,19.9154,19.9479,18.5837
rocm720_20260320_triton_tp8_mem0.85_cp0_cgon_fmla0_lpm,throughput,1024,512,2,17.5966,48.34,NA,48.34,0.1076,17.5966,19.8604,20.4229,17.5966
rocm720_20260320_triton_tp8_mem0.85_cp0_cgon_fmla0_lpm,throughput,1024,512,4,21.7485,73.79,NA,73.79,0.1646,21.7485,24.9225,25.4474,21.7485
rocm720_20260320_triton_tp8_mem0.85_cp0_cgon_fmla0_lpm,throughput,1024,512,8,32.5936,105.23,NA,105.23,0.2272,32.5936,35.2621,36.6744,32.5936
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,latency,1024,512,1,1.6222,26.5,20.9016
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,latency,1024,1024,1,0.6079,26.35,11.9926
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,latency,8192,512,1,4.1936,19.48,30.4301
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,latency,8192,1024,1,4.1722,19.44,56.798
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,latency,16384,512,1,9.981,15.2,43.5976
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,latency,16384,1024,1,9.9903,15.11,77.6471
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,throughput,1024,512,1,18.2635,25.67,NA,25.67,0.0547,18.2635,19.9001,19.9182,18.2635
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,throughput,1024,512,2,17.0463,50.39,NA,50.39,0.1159,17.0464,19.8539,20.401,17.0463
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,throughput,1024,512,4,22.1617,75.83,NA,75.83,0.1652,22.1617,24.4483,25.439,22.1617
rocm720_20260320_triton_tp8_mem0.90_cp0_cgon_fmla0_lpm,throughput,1024,512,8,32.2211,98.51,NA,98.51,0.2199,32.2211,36.5875,36.7185,32.2211
